,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
16,HIMS,"Hims & Hers Health, Inc.",,33.84 +2.35 (+7.46%),2.35,+7.46%,16.579M,20.928M,7.518B,63.85,91.08%,
17,AUR,"Aurora Innovation, Inc.",,7.46 +0.52 (+7.49%),0.52,+7.49%,11.029M,14.837M,12.984B,-,184.43%,
18,MSTR,MicroStrategy Incorporated,,304.23 +21.04 (+7.43%),21.04,+7.43%,18.631M,19.02M,79.227B,-,83.11%,
19,STRL,"Sterling Infrastructure, Inc.",,126.69 +8.65 (+7.33%),8.65,+7.33%,552135,593127,3.877B,15.32,7.61%,
20,WGS,GeneDx Holdings Corp.,,97.44 +6.65 (+7.32%),6.65,+7.32%,592361,1.035M,2.735B,-,966.86%,
21,NBIS,Nebius Group N.V.,,27.58 +1.91 (+7.44%),1.91,+7.44%,9.009M,12.454M,6.502B,-,28.35%,
22,ROKU,"Roku, Inc.",,72.14 +4.78 (+7.10%),4.78,+7.10%,6.737M,3.543M,10.528B,-,3.71%,
23,BBAR,Banco BBVA Argentina S.A.,,18.83 +1.20 (+6.78%),1.2,+6.78%,706433,846279,4.682B,11.62,115.26%,
24,COHR,Coherent Corp.,,69.83 +4.46 (+6.81%),4.46,+6.81%,3.484M,3.832M,10.822B,-,8.95%,
25,BA,The Boeing Company,,172.68 +11.11 (+6.87%),11.11,+6.87%,13.053M,8.129M,129.922B,-,-13.96%,
26,HOOD,"Robinhood Markets, Inc.",,42.80 +2.70 (+6.73%),2.7,+6.73%,55.384M,31.8M,37.898B,27.44,116.06%,
27,NEXT,NextDecade Corporation,,9.07 +0.57 (+6.71%),0.57,+6.71%,2.004M,1.791M,2.362B,-,50.71%,
28,UPST,"Upstart Holdings, Inc.",,51.00 +3.21 (+6.72%),3.21,+6.72%,4.709M,5.775M,4.779B,-,79.93%,
29,GEO,"The GEO Group, Inc.",,28.18 +1.75 (+6.62%),1.75,+6.62%,2.595M,2.911M,3.956B,128.09,87.98%,
30,WRBY,Warby Parker Inc.,,18.99 +1.17 (+6.53%),1.17,+6.53%,3.895M,1.943M,2.295B,-,46.07%,
31,TGS,Transportadora de Gas del Sur S.A.,,26.99 +1.66 (+6.55%),1.66,+6.55%,533228,336948,4.928B,28.71,76.64%,
32,TGTX,"TG Therapeutics, Inc.",,42.47 +2.59 (+6.49%),2.59,+6.49%,2.219M,2.565M,6.671B,283.13,159.47%,
33,SOFI,"SoFi Technologies, Inc.",,12.73 +0.78 (+6.53%),0.78,+6.53%,46.074M,44.971M,13.959B,32.64,62.36%,
34,PTEN,"Patterson-UTI Energy, Inc.",,8.43 +0.51 (+6.44%),0.51,+6.44%,12.092M,10.448M,3.257B,-,-32.48%,
35,FTAI,FTAI Aviation Ltd.,,109.01 +6.62 (+6.47%),6.62,+6.47%,1.148M,3.206M,11.179B,-,61.73%,
36,APP,AppLovin Corporation,,297.03 +18.19 (+6.52%),18.19,+6.52%,6.865M,7.103M,100.978B,65.71,295.41%,
37,BMA,Banco Macro S.A.,,82.93 +4.98 (+6.39%),4.98,+6.39%,198019,332793,6.338B,10.78,61.72%,
38,MIRM,"Mirum Pharmaceuticals, Inc.",,47.13 +2.82 (+6.36%),2.82,+6.36%,510086,513218,2.31B,-,64.17%,
39,OWL,Blue Owl Capital Inc.,,21.01 +1.18 (+5.95%),1.18,+5.95%,13.361M,6.388M,32.089B,105.05,10.54%,
40,ECG,"Everus Construction Group, Inc.",,39.97 +2.28 (+6.05%),2.28,+6.05%,334370,721844,2.038B,14.22,-23.08%,
41,GLNG,Golar LNG Limited,,37.20 +2.16 (+6.16%),2.16,+6.16%,1.852M,1.373M,3.887B,310.00,42.67%,
42,FQVLF,First Quantum Minerals Ltd.,,16.14 +0.93 (+6.11%),0.93,+6.11%,20067,180220,13.468B,-,40.95%,
43,CRDO,Credo Technology Group Holding Ltd,,46.77 +2.70 (+6.13%),2.7,+6.13%,4.573M,5.731M,7.942B,1559.00,113.10%,
44,EAT,"Brinker International, Inc.",,141.37 +7.91 (+5.93%),7.91,+5.93%,1.049M,1.39M,6.278B,24.59,183.35%,
45,RCL,Royal Caribbean Cruises Ltd.,,215.09 +11.71 (+5.76%),11.71,+5.76%,2.214M,2.689M,57.888B,19.66,50.06%,
46,SMCI,"Super Micro Computer, Inc.",,40.10 +2.20 (+5.80%),2.2,+5.80%,59.983M,72.264M,23.799B,17.43,-57.72%,
47,CVNA,Carvana Co.,,176.08 +9.56 (+5.74%),9.56,+5.74%,4.972M,4.179M,20.592B,111.44,92.69%,
48,APH,Amphenol Corporation,,67.45 +3.60 (+5.64%),3.6,+5.64%,13.506M,7.607M,81.687B,35.13,13.91%,
49,DJTWW,Trump Media & Technology Group Corp.,,12.98 +0.73 (+5.96%),0.73,+5.96%,83745,105686,4.145B,-,-13.40%,
50,MOD,Modine Manufacturing Company,,87.77 +4.73 (+5.70%),4.73,+5.70%,907106,1.317M,4.614B,29.55,-16.12%,
51,IESC,"IES Holdings, Inc.",,189.44 +10.07 (+5.61%),10.07,+5.61%,124241,224653,3.79B,17.64,62.37%,
52,CLSK,"CleanSpark, Inc.",,8.01 +0.42 (+5.53%),0.42,+5.53%,22.413M,23.468M,2.249B,-,-62.52%,
53,CZR,"Caesars Entertainment, Inc.",,29.12 +1.56 (+5.66%),1.56,+5.66%,8.095M,4.999M,6.174B,-,-33.97%,
54,FNMA,Federal National Mortgage Association,,6.00 +0.32 (+5.63%),0.32,+5.63%,2.44M,16.94M,6.949B,-,213.89%,
55,RYTM,"Rhythm Pharmaceuticals, Inc.",,55.21 +2.92 (+5.58%),2.92,+5.58%,684111,518650,3.491B,-,31.78%,
56,CAVA,"CAVA Group, Inc.",,81.09 +4.31 (+5.61%),4.31,+5.61%,3.355M,2.834M,9.374B,73.72,12.38%,
57,SNEX,StoneX Group Inc.,,119.83 +6.32 (+5.57%),6.32,+5.57%,338188,235593,3.845B,14.32,65.61%,
58,GH,"Guardant Health, Inc.",,46.24 +2.39 (+5.45%),2.39,+5.45%,2.191M,2.374M,5.707B,-,144.56%,
59,DRS,"Leonardo DRS, Inc.",,34.95 +1.80 (+5.43%),1.8,+5.43%,1.09M,730346,9.267B,43.69,50.07%,
60,OSIS,"OSI Systems, Inc.",,202.83 +10.16 (+5.27%),10.16,+5.27%,360479,248817,3.407B,26.07,40.97%,
61,FIX,"Comfort Systems USA, Inc.",,357.62 +18.33 (+5.40%),18.33,+5.40%,523407,526663,12.715B,24.51,7.95%,
62,VRT,Vertiv Holdings Co,,89.27 +4.61 (+5.44%),4.61,+5.44%,6.089M,9.923M,33.991B,69.74,8.76%,
63,BIRK,Birkenstock Holding plc,,46.07 +2.40 (+5.50%),2.4,+5.50%,1.666M,1.616M,8.653B,35.99,-4.96%,
64,W,Wayfair Inc.,,31.69 +1.62 (+5.40%),1.62,+5.40%,3.731M,3.74M,4.022B,-,-53.55%,
65,PAM,Pampa Energía S.A.,,80.07 +4.17 (+5.49%),4.17,+5.49%,202963,252108,5.293B,6.96,73.84%,
66,GGAL,Grupo Financiero Galicia S.A.,,57.72 +2.91 (+5.31%),2.91,+5.31%,971248,1.045M,11.312B,6.06,116.30%,
67,CLS,Celestica Inc.,,91.97 +4.50 (+5.14%),4.5,+5.14%,3.014M,4.545M,10.674B,25.48,98.57%,
68,GEV,GE Vernova Inc.,,335.81 +16.88 (+5.29%),16.88,+5.29%,2.777M,3.968M,92.65B,60.18,124.57%,
69,HGV,Hilton Grand Vacations Inc.,,38.14 +1.91 (+5.27%),1.91,+5.27%,671365,944343,3.634B,84.76,-21.19%,
70,JOBY,"Joby Aviation, Inc.",,6.49 +0.32 (+5.19%),0.32,+5.19%,8.825M,13.71M,5.113B,-,19.11%,
71,VERX,"Vertex, Inc.",,36.45 +1.80 (+5.19%),1.8,+5.19%,1.87M,1.302M,5.766B,-,15.69%,
72,WBD,"Warner Bros. Discovery, Inc.",,10.92 +0.53 (+5.10%),0.53,+5.10%,35.998M,32.106M,26.806B,-,18.88%,
73,PENN,"PENN Entertainment, Inc.",,17.40 +0.87 (+5.26%),0.87,+5.26%,3.624M,4.569M,2.661B,-,-7.29%,
74,AXON,"Axon Enterprise, Inc.",,568.11 +28.12 (+5.21%),28.12,+5.21%,539313,926441,44.12B,118.11,71.82%,
75,RIOT,"Riot Platforms, Inc.",,7.78 +0.38 (+5.14%),0.38,+5.14%,18.771M,29.079M,2.725B,22.88,-40.32%,
76,XPEV,XPeng Inc.,,23.80 +1.16 (+5.10%),1.16,+5.10%,13.035M,12.101M,24.393B,-,138.07%,
77,FRO,Frontline plc,,16.62 +0.81 (+5.12%),0.81,+5.12%,2.691M,3.375M,3.7B,7.45,-30.17%,
78,BROS,Dutch Bros Inc.,,66.31 +3.30 (+5.24%),3.3,+5.24%,4.993M,2.983M,10.225B,195.03,84.02%,
79,CUK,Carnival Corporation & plc,,18.98 +0.90 (+4.98%),0.9,+4.98%,1.662M,1.822M,25.418B,13.18,18.32%,
80,CVCO,"Cavco Industries, Inc.",,525.65 +25.04 (+5.00%),25.04,+5.00%,61163,59401,4.212B,25.93,28.48%,
81,CRS,Carpenter Technology Corporation,,190.63 +9.09 (+5.01%),9.09,+5.01%,539181,966965,9.522B,35.97,167.84%,
82,TEM,"Tempus AI, Inc.",,48.03 +2.29 (+5.01%),2.29,+5.01%,10.84M,12.703M,8.271B,-,13.64%,
83,ROAD,"Construction Partners, Inc.",,75.94 +3.54 (+4.89%),3.54,+4.89%,469848,586063,4.249B,71.64,36.53%,
84,CAR,"Avis Budget Group, Inc.",,60.90 +2.89 (+4.98%),2.89,+4.98%,1.129M,822363,2.138B,-,-50.25%,
85,YPF,YPF Sociedad Anónima,,35.49 +1.70 (+5.04%),1.7,+5.04%,1.582M,1.963M,16.986B,5.92,74.54%,
86,CELH,"Celsius Holdings, Inc.",,31.90 +1.53 (+5.04%),1.53,+5.04%,12.154M,9.823M,7.501B,70.89,-66.50%,
87,SKY,"Champion Homes, Inc.",,95.36 +4.30 (+4.73%),4.3,+4.73%,304621,783974,5.462B,33.70,8.07%,
88,BBIO,"BridgeBio Pharma, Inc.",,33.75 +1.56 (+4.85%),1.56,+4.85%,2.019M,2.943M,6.419B,-,12.43%,
89,RMBS,Rambus Inc.,,56.96 +2.63 (+4.84%),2.63,+4.84%,822116,983250,6.12B,34.52,-10.24%,
90,TEO,Telecom Argentina S.A.,,10.84 +0.51 (+4.89%),0.51,+4.89%,142657,219498,3.855B,4.92,29.61%,
91,RUSHB,"Rush Enterprises, Inc.",,56.14 +2.54 (+4.74%),2.54,+4.74%,39119,23501,4.403B,15.09,2.82%,
92,TEAM,Atlassian Corporation,,229.86 +10.41 (+4.74%),10.41,+4.74%,3.11M,2.136M,60.223B,-,11.84%,
93,COIN,"Coinbase Global, Inc.",,189.75 +8.61 (+4.75%),8.61,+4.75%,7.673M,9.063M,48.174B,20.04,-29.48%,
94,RDNT,"RadNet, Inc.",,50.71 +2.26 (+4.66%),2.26,+4.66%,1.205M,864075,3.755B,1267.75,2.63%,
95,TSLA,"Tesla, Inc.",,235.86 +10.55 (+4.68%),10.55,+4.68%,109.686M,88.604M,758.648B,115.05,28.26%,
96,CCL,Carnival Corporation & plc,,21.06 +0.93 (+4.65%),0.93,+4.65%,27.219M,22.974M,28.464B,14.62,19.41%,
97,PAYO,Payoneer Global Inc.,,7.64 +0.34 (+4.66%),0.34,+4.66%,2.876M,3.223M,2.749B,24.65,52.08%,
98,LLYVA,Liberty Live Group,,66.10 +2.89 (+4.57%),2.89,+4.57%,90466,121600,6.2B,-,53.83%,
99,IOT,Samsara Inc.,,39.94 +1.83 (+4.80%),1.83,+4.80%,4.713M,3.761M,22.414B,-,5.86%,
100,BRPHF,Galaxy Digital Holdings Ltd.,,12.47 +0.55 (+4.61%),0.55,+4.61%,25322,184367,4.272B,3.81,19.13%,
101,CRGY,Crescent Energy Company,,11.71 +0.51 (+4.55%),0.51,+4.55%,2.521M,3.269M,3.027B,-,-2.44%,
102,SHAK,Shake Shack Inc.,,89.69 +3.91 (+4.56%),3.91,+4.56%,971878,1.393M,3.815B,373.71,-21.46%,
103,BURL,"Burlington Stores, Inc.",,244.47 +10.57 (+4.52%),10.57,+4.52%,977063,1.069M,15.452B,31.38,2.48%,
104,LLYVK,Liberty Live Group,,67.42 +2.90 (+4.49%),2.9,+4.49%,355469,333732,6.195B,-,52.71%,
105,TBBK,"The Bancorp, Inc.",,54.96 +2.38 (+4.53%),2.38,+4.53%,736587,483317,2.642B,12.81,47.08%,
106,VSEC,VSE Corporation,,120.76 +5.21 (+4.51%),5.21,+4.51%,219904,256344,2.488B,59.49,44.26%,
107,MMYT,MakeMyTrip Limited,,100.11 +4.35 (+4.54%),4.35,+4.54%,607705,810553,10.99B,52.41,42.37%,
108,GAP,"The Gap, Inc.",,20.21 +0.89 (+4.61%),0.89,+4.61%,7.986M,6.423M,7.622B,9.19,-28.42%,
109,EXPE,"Expedia Group, Inc.",,172.48 +7.32 (+4.43%),7.32,+4.43%,2.115M,2.073M,22.225B,19.27,19.59%,
110,CIVI,"Civitas Resources, Inc.",,36.20 +1.53 (+4.41%),1.53,+4.41%,1.984M,1.774M,3.367B,4.28,-53.92%,
111,DKNG,DraftKings Inc.,,38.54 +1.63 (+4.42%),1.63,+4.42%,9.143M,10.195M,18.883B,-,-20.23%,
112,RKLB,"Rocket Lab USA, Inc.",,18.78 +0.80 (+4.45%),0.8,+4.45%,11.831M,19.234M,8.518B,-,346.15%,
113,APO,"Apollo Global Management, Inc.",,143.46 +6.02 (+4.38%),6.02,+4.38%,3.91M,5.083M,81.841B,19.57,22.02%,
114,GSAT,"Globalstar, Inc. Common Stock",,21.70 +0.92 (+4.43%),0.92,+4.43%,672516,956212,2.744B,-,-5.11%,
115,CNK,"Cinemark Holdings, Inc.",,26.11 +1.10 (+4.40%),1.1,+4.40%,3.75M,3.279M,3.193B,12.67,39.88%,
116,DNB,"Dun & Bradstreet Holdings, Inc.",,8.70 +0.36 (+4.32%),0.36,+4.32%,5.668M,3.819M,3.841B,-,-16.77%,
117,BWIN,"The Baldwin Insurance Group, Inc.",,43.29 +1.80 (+4.34%),1.8,+4.34%,694779,523239,2.95B,-,37.43%,
118,SRUUF,Sprott Physical Uranium Trust Fund,,14.60 +0.61 (+4.36%),0.61,+4.36%,86556,565777,3.913B,2.04,-33.95%,
119,CMBT,Cmb.Tech NV,,9.83 +0.41 (+4.35%),0.41,+4.35%,80592,87650,1.955B,2.21,-35.87%,
120,VST,Vistra Corp.,,129.84 +5.38 (+4.32%),5.38,+4.32%,5.108M,8.861M,44.011B,18.58,86.46%,
121,UAL,"United Airlines Holdings, Inc.",,74.43 +3.09 (+4.33%),3.09,+4.33%,7.103M,7.31M,24.364B,7.88,55.15%,
122,MKSI,"MKS Instruments, Inc.",,91.54 +3.78 (+4.31%),3.78,+4.31%,1.751M,1.011M,6.168B,32.58,-29.55%,
123,DUOL,"Duolingo, Inc.",,301.12 +12.31 (+4.26%),12.31,+4.26%,650946,805782,13.624B,160.17,23.42%,
124,ADT,ADT Inc.,,7.91 +0.33 (+4.35%),0.33,+4.35%,17.965M,10.253M,6.775B,11.98,13.13%,
125,RSI,"Rush Street Interactive, Inc.",,11.11 +0.45 (+4.22%),0.45,+4.22%,1.476M,2.098M,2.534B,370.33,74.18%,
126,NFE,New Fortress Energy Inc.,,10.26 +0.41 (+4.16%),0.41,+4.16%,3.696M,5.109M,2.809B,-,-67.96%,
127,AROC,"Archrock, Inc.",,26.81 +1.10 (+4.28%),1.1,+4.28%,1.39M,1.409M,4.706B,25.53,33.28%,
128,SKYW,"SkyWest, Inc.",,90.45 +3.64 (+4.19%),3.64,+4.19%,450083,449372,3.648B,11.64,28.99%,
129,USLM,"United States Lime & Minerals, Inc.",,95.83 +4.39 (+4.80%),4.39,+4.80%,100949,122313,2.743B,25.28,52.31%,
130,APGE,"Apogee Therapeutics, Inc.",,40.44 +1.61 (+4.15%),1.61,+4.15%,605220,582982,2.349B,-,-42.03%,
131,KTOS,"Kratos Defense & Security Solutions, Inc.",,32.56 +1.31 (+4.19%),1.31,+4.19%,3.062M,2.373M,4.977B,296.00,78.47%,
132,PR,Permian Resources Corporation,,14.11 +0.55 (+4.06%),0.55,+4.06%,8.294M,8.356M,11.337B,9.73,-20.47%,
133,MTDR,Matador Resources Company,,52.59 +2.03 (+4.02%),2.03,+4.02%,1.746M,1.312M,6.585B,7.37,-25.31%,
134,RNA,"Avidity Biosciences, Inc.",,31.72 +1.24 (+4.07%),1.24,+4.07%,1.037M,1.34M,3.813B,-,25.74%,
135,CASY,"Casey's General Stores, Inc.",,402.23 +15.34 (+3.96%),15.34,+3.96%,329379,292143,14.643B,28.03,22.76%,
136,RELY,"Remitly Global, Inc.",,20.27 +0.78 (+4.00%),0.78,+4.00%,1.956M,2.195M,4.066B,-,-7.15%,
137,YOU,"Clear Secure, Inc.",,27.62 +1.07 (+4.03%),1.07,+4.03%,2.25M,2.18M,3.78B,17.71,37.92%,
138,DAL,"Delta Air Lines, Inc.",,47.74 +1.83 (+3.97%),1.83,+3.97%,9.288M,9.642M,30.841B,8.96,1.19%,
139,HLNE,Hamilton Lane Incorporated,,150.57 +5.83 (+4.03%),5.83,+4.03%,364990,520643,8.583B,27.83,34.07%,
140,NCLH,Norwegian Cruise Line Holdings Ltd.,,19.85 +0.78 (+4.09%),0.78,+4.09%,13.581M,11.535M,8.733B,10.50,-5.50%,
141,NU,Nu Holdings Ltd.,,11.95 +0.45 (+3.95%),0.45,+3.95%,42.826M,47.768M,57.463B,29.89,-5.19%,
142,OVV,Ovintiv Inc.,,42.36 +1.61 (+3.95%),1.61,+3.95%,2.645M,2.915M,11.027B,10.06,-20.83%,
143,KNF,Knife River Corporation,,95.54 +3.63 (+3.95%),3.63,+3.95%,236539,458918,5.409B,26.91,18.41%,
144,AU,AngloGold Ashanti plc,,35.53 +1.35 (+3.93%),1.35,+3.93%,3.3M,2.436M,17.893B,15.25,60.74%,
145,MGY,Magnolia Oil & Gas Corporation,,25.00 +0.95 (+3.97%),0.95,+3.97%,3.097M,2.294M,4.853B,12.88,-3.10%,
146,AA,Alcoa Corporation,,35.30 +1.33 (+3.92%),1.33,+3.92%,4.021M,4.856M,9.139B,135.77,8.36%,
147,TGNA,TEGNA Inc.,,18.89 +0.72 (+3.94%),0.72,+3.94%,1.199M,1.453M,3.02B,5.35,26.71%,
148,APO-PA,"Apollo Global Management, Inc.",,76.63 +2.88 (+3.91%),2.88,+3.91%,147717,278563,--,-,14.98%,
149,VRNA,Verona Pharma plc,,66.09 +2.54 (+4.00%),2.54,+4.00%,884031,1.441M,8.794B,-,298.93%,
150,BNT,Brookfield Wealth Solutions Ltd.,,54.15 +2.08 (+4.00%),2.08,+4.00%,32190,12020,9.355B,7.77,23.68%,
151,MUR,Murphy Oil Corporation,,27.11 +1.01 (+3.87%),1.01,+3.87%,2.247M,2.669M,3.954B,9.97,-41.61%,
152,ALNY,"Alnylam Pharmaceuticals, Inc.",,253.44 +9.14 (+3.74%),9.14,+3.74%,939238,687829,32.81B,-,65.08%,
153,ATMU,Atmus Filtration Technologies Inc.,,38.66 +1.43 (+3.84%),1.43,+3.84%,589307,752825,3.204B,17.41,35.19%,
154,SPR,"Spirit AeroSystems Holdings, Inc.",,35.12 +1.33 (+3.94%),1.33,+3.94%,1.505M,1.2M,4.118B,-,-3.76%,
155,TOST,"Toast, Inc.",,35.09 +1.30 (+3.85%),1.3,+3.85%,4.97M,6.366M,20.177B,1169.67,42.63%,
156,GVA,Granite Construction Incorporated,,75.93 +2.83 (+3.87%),2.83,+3.87%,584955,643267,3.298B,28.98,34.47%,
157,RBLX,Roblox Corporation,,58.07 +2.09 (+3.73%),2.09,+3.73%,5.482M,8.791M,38.75B,-,48.02%,
158,NTDOY,"Nintendo Co., Ltd.",,17.88 +0.66 (+3.83%),0.66,+3.83%,193533,2.168M,83.267B,38.87,23.92%,
159,SN,"SharkNinja, Inc.",,90.26 +3.43 (+3.95%),3.43,+3.95%,1.279M,1.198M,12.668B,29.02,45.71%,
160,AVPT,"AvePoint, Inc.",,15.11 +0.57 (+3.92%),0.57,+3.92%,1.63M,1.471M,3.065B,-,81.98%,
161,RRX,Regal Rexnord Corporation,,123.35 +4.58 (+3.86%),4.58,+3.86%,601799,598374,8.174B,41.81,-33.15%,
162,NRG,"NRG Energy, Inc.",,98.30 +3.62 (+3.82%),3.62,+3.82%,1.796M,3.272M,19.47B,19.70,41.02%,
163,BFH,"Bread Financial Holdings, Inc.",,49.74 +1.88 (+3.92%),1.88,+3.92%,781823,761600,2.442B,8.98,19.20%,
164,NTNX,"Nutanix, Inc.",,72.84 +2.66 (+3.79%),2.66,+3.79%,1.969M,2.344M,19.424B,-,11.80%,
165,LOAR,Loar Holdings Inc.,,66.41 +2.42 (+3.78%),2.42,+3.78%,311885,439755,6.213B,332.05,31.13%,
166,TWLO,Twilio Inc.,,103.04 +3.78 (+3.81%),3.78,+3.81%,1.624M,3.486M,15.727B,-,60.33%,
167,WING,Wingstop Inc.,,214.65 +7.65 (+3.70%),7.65,+3.70%,583600,775150,6.152B,57.86,-40.56%,
168,DXCM,"DexCom, Inc.",,73.38 +2.68 (+3.79%),2.68,+3.79%,4.075M,3.804M,28.675B,51.68,-46.65%,
169,ZETA,Zeta Global Holdings Corp.,,14.39 +0.53 (+3.79%),0.53,+3.79%,3.022M,6.36M,3.42B,-,23.53%,
170,LUV,Southwest Airlines Co.,,33.60 +1.21 (+3.74%),1.21,+3.74%,10.204M,9.881M,19.913B,44.21,12.31%,
171,PRKS,United Parks & Resorts Inc.,,48.94 +1.74 (+3.69%),1.74,+3.69%,689153,903184,2.693B,12.91,-13.11%,
172,MARA,"MARA Holdings, Inc.",,12.53 +0.46 (+3.81%),0.46,+3.81%,34.741M,38.195M,4.333B,7.28,-46.19%,
173,HRI,Herc Holdings Inc.,,132.70 +4.73 (+3.70%),4.73,+3.70%,445098,460550,3.776B,17.93,-21.75%,
174,TLN,Talen Energy Corporation,,210.30 +7.56 (+3.73%),7.56,+3.73%,970789,1.262M,9.666B,11.89,133.44%,
175,SNAP,Snap Inc.,,9.05 +0.32 (+3.63%),0.32,+3.63%,23.182M,28.175M,15.347B,-,-22.05%,
176,AAL,American Airlines Group Inc.,,11.48 +0.41 (+3.70%),0.41,+3.70%,66.505M,40.699M,7.549B,9.26,-24.02%,
177,ATGE,Adtalem Global Education Inc.,,99.51 +3.63 (+3.79%),3.63,+3.79%,211909,447900,3.708B,18.95,93.35%,
178,MNSO,MINISO Group Holding Limited,,21.78 +0.77 (+3.67%),0.77,+3.67%,1.078M,1.048M,7.004B,22.00,-0.90%,
179,REZI,"Resideo Technologies, Inc.",,18.08 +0.65 (+3.73%),0.65,+3.73%,692202,1.027M,2.674B,29.64,-23.72%,
180,BN,Brookfield Corporation,,54.06 +1.90 (+3.64%),1.9,+3.64%,3.23M,2.55M,88.507B,174.39,23.81%,
181,GPOR,Gulfport Energy Corporation,,186.29 +6.59 (+3.67%),6.59,+3.67%,188787,270263,3.334B,-,14.21%,
182,INGM,Ingram Micro Holding Corporation,,19.80 +0.66 (+3.45%),0.66,+3.45%,148010,357572,4.65B,16.78,-22.20%,
183,AVGO,Broadcom Inc.,,195.57 +6.90 (+3.66%),6.9,+3.66%,35.145M,31.831M,919.56B,90.96,47.86%,
184,VCTR,"Victory Capital Holdings, Inc.",,61.04 +2.15 (+3.65%),2.15,+3.65%,270483,307048,3.886B,13.94,42.42%,
185,MTZ,"MasTec, Inc.",,125.95 +4.42 (+3.64%),4.42,+3.64%,637424,1.113M,9.987B,60.85,40.53%,
186,RH,RH,,229.86 +8.02 (+3.62%),8.02,+3.62%,1.215M,666027,4.276B,63.50,-23.52%,
187,ACVA,ACV Auctions Inc.,,14.61 +0.51 (+3.62%),0.51,+3.62%,3.177M,1.895M,2.602B,-,-25.44%,
188,TTMI,"TTM Technologies, Inc.",,22.61 +0.80 (+3.67%),0.8,+3.67%,477869,703043,2.298B,41.87,54.03%,
189,BWXT,"BWX Technologies, Inc.",,102.53 +3.57 (+3.61%),3.57,+3.61%,1.261M,958186,9.38B,33.40,-1.62%,
190,TPR,"Tapestry, Inc.",,73.49 +2.52 (+3.55%),2.52,+3.55%,4.711M,5.199M,15.214B,21.36,49.73%,
191,ANF,Abercrombie & Fitch Co.,,82.57 +2.87 (+3.60%),2.87,+3.60%,1.898M,2.338M,4.159B,7.72,-40.98%,
192,MHVIY,Mitsubishi Heavy Industries Ltd,,39.05 +1.30 (+3.44%),1.3,+3.44%,52591,521745,65.557B,37.91,54.03%,
193,VAC,Marriott Vacations Worldwide Corporation,,67.84 +2.28 (+3.48%),2.28,+3.48%,474756,451584,2.368B,12.09,-35.27%,
194,CROX,"Crocs, Inc.",,106.98 +3.49 (+3.37%),3.49,+3.37%,1.547M,1.604M,5.997B,6.74,-26.07%,
195,CACC,Credit Acceptance Corporation,,502.02 +16.32 (+3.36%),16.32,+3.36%,58700,61084,6.04B,25.26,-13.58%,
196,GTLB,GitLab Inc.,,51.60 +1.71 (+3.43%),1.71,+3.43%,1.545M,2.89M,8.458B,-,-12.81%,
