,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
28,TNXP,Tonix Pharmaceuticals Holding Corp.,,15.00 +1.36 (+9.97%),1.36,+9.97%,961720,1.975M,83.857M,-,-98.67%,
29,TGTX,"TG Therapeutics, Inc.",,40.84 +3.78 (+10.20%),3.78,+10.20%,4.725M,2.552M,6.415B,272.27,143.50%,
30,NBIS,Nebius Group N.V.,,28.75 +2.58 (+9.86%),2.58,+9.86%,10.338M,12.276M,6.778B,-,30.85%,
31,CRDO,Credo Technology Group Holding Ltd,,49.15 +4.20 (+9.34%),4.2,+9.34%,4.687M,5.659M,8.346B,1638.33,136.21%,
32,NU,Nu Holdings Ltd.,,11.73 +0.98 (+9.07%),0.98,+9.07%,49.791M,48.955M,56.357B,29.31,-7.41%,
33,FNMAH,Federal National Mortgage Association,,8.90 +0.75 (+9.20%),0.75,+9.20%,21494,88540,12.667B,1271.43,144.74%,
34,PATH,UiPath Inc.,,10.88 +0.91 (+9.13%),0.91,+9.13%,24.702M,9.704M,5.98B,-,-56.18%,
35,FMCKM,Federal Home Loan Mortgage Corporation,,8.65 +0.71 (+8.94%),0.71,+8.94%,36073,27608,6.96B,127.21,162.90%,
36,HOOD,"Robinhood Markets, Inc.",,39.24 +3.22 (+8.94%),3.22,+8.94%,37.105M,31.166M,34.745B,25.15,98.46%,
37,FNMAJ,Federal National Mortgage Association,,9.49 +0.77 (+8.83%),0.77,+8.83%,54571,37571,13.099B,1355.71,155.17%,
38,NFE,New Fortress Energy Inc.,,9.26 +0.76 (+8.88%),0.76,+8.88%,7.042M,5.138M,2.535B,-,-72.90%,
39,ELF,"e.l.f. Beauty, Inc.",,68.20 +5.23 (+8.31%),5.23,+8.31%,2.147M,2.736M,3.846B,40.84,-68.42%,
40,BEKE,KE Holdings Inc.,,24.40 +1.95 (+8.71%),1.95,+8.71%,10.256M,8.132M,29.215B,49.79,59.94%,
41,CVNA,Carvana Co.,,181.16 +14.49 (+8.69%),14.49,+8.69%,4.892M,4.085M,21.186B,114.66,109.44%,
42,ACHR,Archer Aviation Inc.,,7.90 +0.65 (+8.97%),0.65,+8.97%,22.25M,35.927M,4.286B,-,44.42%,
43,FMCKI,Federal Home Loan Mortgage Corporation,,8.70 +0.69 (+8.61%),0.69,+8.61%,18754,33014,6.554B,127.94,133.53%,
44,PONY,Pony AI Inc.,,13.92 +1.11 (+8.67%),1.11,+8.67%,1.608M,1.333M,4.858B,-,6.75%,
45,MARA,"MARA Holdings, Inc.",,13.18 +1.02 (+8.39%),1.02,+8.39%,41.507M,39.684M,4.558B,7.66,-37.06%,
46,PLTR,Palantir Technologies Inc.,,86.24 +6.62 (+8.31%),6.62,+8.31%,112.255M,99.307M,202.264B,453.89,238.95%,
47,SMMT,Summit Therapeutics Inc.,,20.79 +1.60 (+8.34%),1.6,+8.34%,3.187M,2.504M,15.336B,-,315.37%,
48,ASAN,"Asana, Inc.",,13.89 +0.98 (+7.59%),0.98,+7.59%,4.236M,3.795M,3.177B,-,-19.11%,
49,QFIN,"Qifu Technology, Inc.",,43.19 +3.22 (+8.06%),3.22,+8.06%,1.47M,1.233M,6.828B,8.94,118.30%,
50,ATEYY,Advantest Corporation,,57.02 +4.22 (+7.99%),4.22,+7.99%,21800,117828,41.833B,45.98,21.73%,
51,FUN,Six Flags Entertainment Corporation,,37.81 +2.74 (+7.83%),2.74,+7.83%,1.231M,1.418M,3.794B,-,-18.48%,
52,SMCI,"Super Micro Computer, Inc.",,42.17 +3.09 (+7.91%),3.09,+7.91%,55.953M,72.059M,25.027B,18.33,-63.44%,
53,FINMY,Leonardo S.p.a.,,25.96 +1.90 (+7.90%),1.9,+7.90%,49602,87722,29.929B,25.70,106.10%,
54,MDGL,"Madrigal Pharmaceuticals, Inc.",,348.35 +25.33 (+7.84%),25.33,+7.84%,378794,421835,7.692B,-,19.47%,
55,ASTS,"AST SpaceMobile, Inc.",,28.15 +2.03 (+7.77%),2.03,+7.77%,8.318M,11.606M,8.909B,-,731.85%,
56,APP,AppLovin Corporation,,292.89 +20.89 (+7.68%),20.89,+7.68%,9.807M,6.975M,99.57B,64.51,330.86%,
57,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",,81.10 +5.52 (+7.30%),5.52,+7.30%,87468,71062,3.901B,16.12,7.88%,
58,CE,Celanese Corporation,,57.07 +3.98 (+7.50%),3.98,+7.50%,2.019M,3.06M,6.24B,-,-66.83%,
59,LB,LandBridge Company LLC,,72.49 +5.05 (+7.49%),5.05,+7.49%,308616,624789,5.542B,-,191.32%,
60,IEP,Icahn Enterprises L.P.,,9.50 +0.63 (+7.10%),0.63,+7.10%,1.264M,954901,4.966B,-,-49.23%,
61,FNMAL,Federal National Mortgage Association,,17.45 +1.20 (+7.38%),1.2,+7.38%,34106,7937,13.056B,2492.86,175.42%,
62,CVLT,"Commvault Systems, Inc.",,159.17 +10.86 (+7.32%),10.86,+7.32%,625713,474128,7.003B,41.89,51.48%,
63,FNMAS,Federal National Mortgage Association,,10.96 +0.71 (+6.93%),0.71,+6.93%,414532,1.504M,13.872B,1565.71,151.36%,
64,FNMAT,Federal National Mortgage Association,,9.90 +0.65 (+7.03%),0.65,+7.03%,37818,97957,13.1B,1414.29,149.33%,
65,OMF,"OneMain Holdings, Inc.",,48.66 +3.31 (+7.30%),3.31,+7.30%,1.441M,967662,5.808B,11.48,-5.97%,
66,LMND,"Lemonade, Inc.",,34.95 +2.35 (+7.21%),2.35,+7.21%,1.432M,2.35M,2.545B,-,100.74%,
67,FMCKJ,Federal Home Loan Mortgage Corporation,,10.61 +0.71 (+7.17%),0.71,+7.17%,171885,874774,7.247B,156.03,167.57%,
68,SPOT,Spotify Technology S.A.,,574.67 +36.76 (+6.83%),36.76,+6.83%,3.05M,2.199M,117.639B,95.46,111.04%,
69,CSAN,Cosan S.A.,,5.28 +0.35 (+7.10%),0.35,+7.10%,1.353M,1.13M,2.453B,-,-62.31%,
70,RXRX,"Recursion Pharmaceuticals, Inc.",,6.35 +0.41 (+6.90%),0.41,+6.90%,14.712M,23.562M,2.553B,-,-47.06%,
71,RKLB,"Rocket Lab USA, Inc.",,18.81 +1.24 (+7.06%),1.24,+7.06%,11.803M,19.495M,8.531B,-,326.46%,
72,RIOT,"Riot Platforms, Inc.",,7.82 +0.51 (+6.98%),0.51,+6.98%,18.433M,30.336M,2.739B,23.00,-36.98%,
73,TGS,Transportadora de Gas del Sur S.A.,,27.32 +1.76 (+6.89%),1.76,+6.89%,280659,342411,4.741B,29.06,99.53%,
74,SAABY,Saab AB (publ),,19.77 +1.27 (+6.86%),1.27,+6.86%,27340,162944,21.318B,50.69,52.64%,
75,CLF,Cleveland-Cliffs Inc.,,10.40 +0.67 (+6.83%),0.67,+6.83%,18.647M,18.281M,5.14B,-,-50.76%,
76,AFRM,"Affirm Holdings, Inc.",,50.08 +3.18 (+6.78%),3.18,+6.78%,6.216M,6.947M,16.03B,-,39.13%,
77,LKNCY,Luckin Coffee Inc.,,33.69 +1.98 (+6.24%),1.98,+6.24%,1.802M,1.978M,9.461B,26.53,33.01%,
78,CRWD,"CrowdStrike Holdings, Inc.",,353.73 +21.20 (+6.38%),21.2,+6.38%,4.168M,3.952M,87.681B,-,5.35%,
79,BRZE,"Braze, Inc.",,35.28 +2.17 (+6.55%),2.17,+6.55%,1.083M,1.217M,3.651B,-,-34.29%,
80,TMDX,"TransMedics Group, Inc.",,68.53 +4.18 (+6.50%),4.18,+6.50%,890107,1.844M,2.307B,64.05,-15.26%,
81,OTLY,Oatly Group AB,,8.84 +0.53 (+6.38%),0.53,+6.38%,136015,253098,263.858M,-,-58.11%,
82,AVPT,"AvePoint, Inc.",,14.66 +0.87 (+6.31%),0.87,+6.31%,1.545M,1.459M,2.959B,-,82.65%,
83,INTR,"Inter & Co, Inc.",,5.91 +0.36 (+6.49%),0.36,+6.49%,2.287M,2.656M,2.599B,16.42,-6.25%,
84,MKSI,"MKS Instruments, Inc.",,86.32 +5.08 (+6.25%),5.08,+6.25%,1.899M,978950,5.816B,30.72,-32.98%,
85,SOFI,"SoFi Technologies, Inc.",,12.09 +0.70 (+6.15%),0.7,+6.15%,36.927M,46.085M,13.257B,31.00,62.02%,
86,DAL,"Delta Air Lines, Inc.",,46.76 +2.84 (+6.45%),2.84,+6.45%,14.655M,9.242M,30.202B,8.77,1.86%,
87,FG,"F&G Annuities & Life, Inc.",,42.75 +2.48 (+6.16%),2.48,+6.16%,122685,73335,5.42B,8.76,6.87%,
88,ENVA,"Enova International, Inc.",,92.59 +5.40 (+6.19%),5.4,+6.19%,340234,250342,2.388B,12.46,45.92%,
89,MU,"Micron Technology, Inc.",,100.79 +5.91 (+6.23%),5.91,+6.23%,24.123M,24.713M,112.297B,28.88,1.75%,
90,DAY,Dayforce Inc,,55.40 +3.22 (+6.17%),3.22,+6.17%,2.665M,1.764M,8.804B,503.64,-21.05%,
91,MPWR,"Monolithic Power Systems, Inc.",,606.06 +34.85 (+6.10%),34.85,+6.10%,868674,874281,29.01B,16.55,-16.85%,
92,SMMYY,"Sumitomo Metal Mining Co., Ltd.",,5.53 +0.32 (+6.14%),0.32,+6.14%,58092,215215,6.118B,30.72,-29.25%,
93,YPF,YPF Sociedad Anónima,,35.77 +2.06 (+6.11%),2.06,+6.11%,1.785M,2.042M,16.318B,5.97,86.66%,
94,VEON,VEON Ltd.,,42.04 +2.26 (+5.68%),2.26,+5.68%,100852,135732,2.97B,8.42,60.66%,
95,RUM,Rumble Inc.,,8.03 +0.46 (+6.08%),0.46,+6.08%,1.809M,6.562M,2.548B,-,-1.94%,
96,CLS,Celestica Inc.,,91.60 +5.19 (+6.01%),5.19,+6.01%,3.5M,4.442M,10.682B,25.37,96.52%,
97,HRI,Herc Holdings Inc.,,129.46 +7.21 (+5.90%),7.21,+5.90%,470655,464450,3.684B,17.49,-22.33%,
98,NE,Noble Corporation plc,,23.78 +1.32 (+5.88%),1.32,+5.88%,1.65M,2.101M,3.786B,8.03,-52.61%,
99,WDC,Western Digital Corporation,,44.53 +2.50 (+5.95%),2.5,+5.95%,7.696M,8.849M,15.489B,12.87,-7.00%,
100,STR,Sitio Royalties Corp.,,19.80 +1.12 (+6.00%),1.12,+6.00%,647755,717810,3B,40.41,-20.03%,
101,LYFT,"Lyft, Inc.",,11.92 +0.65 (+5.77%),0.65,+5.77%,14.452M,18.474M,4.983B,198.67,-34.59%,
102,BYDDY,BYD Company Limited,,99.85 +5.49 (+5.82%),5.49,+5.82%,226749,483762,153.76B,31.11,77.14%,
103,GKOS,Glaukos Corporation,,102.14 +5.54 (+5.73%),5.54,+5.73%,901812,821718,5.778B,-,13.00%,
104,HPE,Hewlett Packard Enterprise Company,,15.62 +0.85 (+5.79%),0.85,+5.79%,20.52M,16.504M,20.525B,7.51,-11.72%,
105,CLBT,Cellebrite DI Ltd.,,18.25 +0.97 (+5.61%),0.97,+5.61%,1.456M,1.882M,3.921B,-,49.61%,
106,RGEN,Repligen Corporation,,150.62 +8.18 (+5.74%),8.18,+5.74%,443419,618766,8.439B,-,-25.00%,
107,PNGAY,"Ping An Insurance (Group) Company of China, Ltd.",,12.85 +0.70 (+5.76%),0.7,+5.76%,26492,245018,127.611B,7.22,34.40%,
108,THLLY,Thales S.A.,,54.72 +2.98 (+5.76%),2.98,+5.76%,15186,106133,56.653B,51.14,61.87%,
109,ZLAB,Zai Lab Limited,,38.20 +2.06 (+5.70%),2.06,+5.70%,1.019M,804672,4.136B,-,95.67%,
110,BYDDF,BYD Company Limited,,49.95 +2.71 (+5.72%),2.71,+5.72%,50141,104506,153.723B,31.02,76.61%,
111,KNF,Knife River Corporation,,93.30 +5.01 (+5.67%),5.01,+5.67%,467452,473784,5.282B,26.28,17.31%,
112,TOST,"Toast, Inc.",,34.47 +1.86 (+5.72%),1.86,+5.72%,5.968M,6.314M,19.823B,1149.17,38.47%,
113,SHAK,Shake Shack Inc.,,87.52 +4.75 (+5.74%),4.75,+5.74%,1.491M,1.356M,3.722B,364.67,-20.18%,
114,KTB,"Kontoor Brands, Inc.",,62.74 +3.23 (+5.43%),3.23,+5.43%,900648,657383,3.471B,14.39,0.85%,
115,DJTWW,Trump Media & Technology Group Corp.,,12.25 +0.66 (+5.69%),0.66,+5.69%,41749,115225,3.912B,-,-13.40%,
116,OKTA,"Okta, Inc.",,112.55 +5.92 (+5.55%),5.92,+5.55%,4.366M,3.274M,19.539B,1875.83,0.50%,
117,XP,XP Inc.,,14.67 +0.78 (+5.62%),0.78,+5.62%,22.711M,7.261M,7.884B,10.33,-45.25%,
118,PEGA,Pegasystems Inc.,,71.99 +3.85 (+5.65%),3.85,+5.65%,1.094M,864428,6.184B,64.86,9.83%,
119,GH,"Guardant Health, Inc.",,42.89 +2.25 (+5.54%),2.25,+5.54%,1.711M,2.37M,5.294B,-,129.09%,
120,EDU,New Oriental Education & Technology Group Inc.,,50.73 +2.69 (+5.60%),2.69,+5.60%,1.187M,1.922M,8.296B,22.06,-47.70%,
121,SITM,SiTime Corporation,,167.03 +8.61 (+5.43%),8.61,+5.43%,267366,305450,3.942B,-,88.30%,
122,MNDY,monday.com Ltd.,,255.87 +13.50 (+5.57%),13.5,+5.57%,764993,1.125M,12.757B,406.14,11.69%,
123,VAL,Valaris Limited,,38.33 +2.02 (+5.56%),2.02,+5.56%,1.331M,1.916M,2.723B,7.49,-48.70%,
124,OVV,Ovintiv Inc.,,40.55 +2.14 (+5.57%),2.14,+5.57%,2.588M,2.887M,10.556B,9.63,-23.29%,
125,DJT,Trump Media & Technology Group Corp.,,20.21 +1.04 (+5.43%),1.04,+5.43%,2.525M,8.307M,4.448B,-,-50.82%,
126,LITE,Lumentum Holdings Inc.,,63.61 +3.32 (+5.51%),3.32,+5.51%,2.199M,2.35M,4.402B,-,32.36%,
127,ATAT,Atour Lifestyle Holdings Limited,,31.25 +1.63 (+5.50%),1.63,+5.50%,949484,1.101M,4.3B,26.94,52.68%,
128,VST,Vistra Corp.,,124.40 +6.40 (+5.42%),6.4,+5.42%,6.005M,8.812M,42.167B,17.77,91.68%,
129,GWRE,"Guidewire Software, Inc.",,185.67 +9.66 (+5.49%),9.66,+5.49%,1.205M,1.285M,15.574B,-,56.23%,
130,DY,"Dycom Industries, Inc.",,155.55 +8.08 (+5.48%),8.08,+5.48%,454681,543579,4.508B,19.64,3.10%,
131,MANH,"Manhattan Associates, Inc.",,172.50 +9.00 (+5.50%),9.0,+5.50%,1.065M,772715,10.544B,49.01,-33.81%,
132,RRR,"Red Rock Resorts, Inc.",,45.04 +2.35 (+5.50%),2.35,+5.50%,682387,601345,4.64B,17.80,-22.41%,
133,DAN,Dana Incorporated,,14.36 +0.76 (+5.55%),0.76,+5.55%,840911,1.63M,2.083B,-,17.13%,
134,PBR,Petróleo Brasileiro S.A. - Petrobras,,13.44 +0.71 (+5.58%),0.71,+5.58%,22.856M,14.776M,84.217B,11.59,-12.45%,
135,BILL,"BILL Holdings, Inc.",,46.44 +2.41 (+5.47%),2.41,+5.47%,3.268M,3.514M,4.734B,119.08,-31.89%,
136,PBF,PBF Energy Inc.,,20.73 +1.06 (+5.39%),1.06,+5.39%,2.501M,2.578M,2.39B,-,-65.28%,
137,PR,Permian Resources Corporation,,13.62 +0.69 (+5.34%),0.69,+5.34%,6.275M,8.422M,10.944B,9.39,-21.54%,
138,DB,Deutsche Bank Aktiengesellschaft,,24.21 +1.23 (+5.35%),1.23,+5.35%,4.432M,2.856M,48.096B,16.25,55.06%,
139,UAL,"United Airlines Holdings, Inc.",,73.67 +3.77 (+5.39%),3.77,+5.39%,7.27M,7.179M,24.115B,7.80,60.25%,
140,CZR,"Caesars Entertainment, Inc.",,28.07 +1.44 (+5.41%),1.44,+5.41%,5.113M,4.995M,5.951B,-,-32.01%,
141,SYM,Symbotic Inc.,,21.65 +1.09 (+5.30%),1.09,+5.30%,1.502M,2.089M,12.739B,-,-54.67%,
142,NVDA,NVIDIA Corporation,,121.67 +6.09 (+5.27%),6.09,+5.27%,268.749M,270.988M,2.969T,41.38,31.58%,
143,VICR,Vicor Corporation,,53.66 +2.66 (+5.22%),2.66,+5.22%,214153,283872,2.424B,383.29,41.39%,
144,FLR,Fluor Corporation,,36.80 +1.86 (+5.32%),1.86,+5.32%,2.158M,3.051M,6.211B,2.99,-9.72%,
145,CYBR,CyberArk Software Ltd.,,339.47 +17.33 (+5.38%),17.33,+5.38%,485166,598598,16.79B,-,24.39%,
146,MGM,MGM Resorts International,,31.75 +1.59 (+5.27%),1.59,+5.27%,4.35M,5.036M,9.066B,13.23,-29.66%,
147,TREX,"Trex Company, Inc.",,56.87 +2.87 (+5.31%),2.87,+5.31%,1.723M,1.431M,6.094B,27.21,-42.80%,
148,STNE,StoneCo Ltd.,,9.72 +0.50 (+5.42%),0.5,+5.42%,4.179M,6.097M,2.885B,8.84,-46.71%,
149,RDDT,"Reddit, Inc.",,127.98 +6.45 (+5.31%),6.45,+5.31%,6.495M,6.623M,23.152B,-,140.94%,
150,PENN,"PENN Entertainment, Inc.",,17.09 +0.86 (+5.30%),0.86,+5.30%,4.69M,4.555M,2.614B,-,-7.99%,
151,VRT,Vertiv Holdings Co,,87.61 +4.52 (+5.45%),4.52,+5.45%,6.617M,9.808M,33.36B,68.45,12.04%,
152,GDS,GDS Holdings Limited,,35.27 +1.75 (+5.22%),1.75,+5.22%,2.457M,3.021M,6.971B,-,342.80%,
153,PETRY,Vibra Energia S.A.,,6.07 +0.30 (+5.20%),0.3,+5.20%,33976,67188,3.403B,3.10,-37.72%,
154,ORLA,Orla Mining Ltd.,,8.72 +0.43 (+5.19%),0.43,+5.19%,1.781M,771937,2.815B,-,125.89%,
155,SPSC,"SPS Commerce, Inc.",,129.43 +6.38 (+5.18%),6.38,+5.18%,774226,284800,4.889B,63.45,-31.65%,
156,INFA,Informatica Inc.,,18.30 +0.91 (+5.23%),0.91,+5.23%,2.346M,2.389M,5.538B,610.00,-49.23%,
157,ARM,Arm Holdings plc,,117.94 +5.89 (+5.26%),5.89,+5.26%,4.478M,6.046M,124.309B,155.18,-11.75%,
158,PBR-A,Petróleo Brasileiro S.A. - Petrobras,,12.45 +0.61 (+5.15%),0.61,+5.15%,6.817M,4.777M,83.877B,10.73,-18.01%,
159,CC,The Chemours Company,,14.40 +0.70 (+5.15%),0.7,+5.15%,2.692M,2.021M,2.153B,25.27,-49.52%,
160,ZK,ZEEKR Intelligent Technology Holding Limited,,31.25 +1.50 (+5.04%),1.5,+5.04%,542826,635883,7.737B,-,5.27%,
161,BL,"BlackLine, Inc.",,49.89 +2.43 (+5.12%),2.43,+5.12%,878711,747040,3.134B,34.41,-27.69%,
162,OSIS,"OSI Systems, Inc.",,184.24 +8.93 (+5.09%),8.93,+5.09%,523086,240352,3.095B,23.68,34.13%,
163,ANF,Abercrombie & Fitch Co.,,79.77 +3.84 (+5.06%),3.84,+5.06%,1.722M,2.317M,4.018B,7.46,-39.69%,
164,AAON,"AAON, Inc.",,82.14 +3.83 (+4.89%),3.83,+4.89%,578915,861045,6.702B,40.66,-5.02%,
165,TPL,Texas Pacific Land Corporation,,"1,318.20 +63.36 (+5.05%)",63.36,+5.05%,68452,140325,30.299B,66.91,125.90%,
166,HIMS,"Hims & Hers Health, Inc.",,33.15 +1.61 (+5.10%),1.61,+5.10%,15.541M,20.888M,7.365B,62.55,115.58%,
167,SCHW,The Charles Schwab Corporation,,77.10 +3.58 (+4.88%),3.58,+4.88%,11.611M,11.326M,139.817B,25.78,9.65%,
168,MRX,Marex Group plc,,32.92 +1.56 (+4.97%),1.56,+4.97%,526090,398132,2.314B,12.10,65.14%,
169,TEAM,Atlassian Corporation,,218.44 +10.44 (+5.02%),10.44,+5.02%,3.04M,2.135M,57.231B,-,6.98%,
170,UI,Ubiquiti Inc.,,319.05 +15.20 (+5.00%),15.2,+5.00%,68265,98923,19.299B,43.41,174.01%,
171,TLN,Talen Energy Corporation,,204.93 +9.73 (+4.98%),9.73,+4.98%,1.203M,1.23M,9.419B,11.60,130.81%,
172,MNSO,MINISO Group Holding Limited,,20.70 +0.98 (+4.97%),0.98,+4.97%,999844,1.026M,6.535B,20.91,0.10%,
173,THO,"THOR Industries, Inc.",,80.60 +3.83 (+4.99%),3.83,+4.99%,769004,746413,4.288B,21.38,-26.05%,
174,SAN,"Banco Santander, S.A.",,6.77 +0.32 (+4.96%),0.32,+4.96%,5.942M,4.633M,103.423B,8.06,45.93%,
175,UMC,United Microelectronics Corporation,,6.79 +0.32 (+4.95%),0.32,+4.95%,11.784M,13.526M,17.487B,10.95,-19.33%,
176,FINV,FinVolution Group,,8.71 +0.41 (+4.94%),0.41,+4.94%,1.024M,780386,2.263B,7.57,64.36%,
177,GME,GameStop Corp.,,23.03 +1.08 (+4.92%),1.08,+4.92%,3.614M,7.071M,10.29B,115.15,54.14%,
178,PAM,Pampa Energía S.A.,,82.51 +3.85 (+4.89%),3.85,+4.89%,161730,260118,5.212B,7.17,98.44%,
179,RNMBY,Rheinmetall AG,,299.51 +14.21 (+4.98%),14.21,+4.98%,48703,87269,65.02B,122.25,186.68%,
180,MPNGY,Meituan,,44.90 +2.10 (+4.91%),2.1,+4.91%,111232,465159,135.325B,46.77,88.49%,
181,AMBA,"Ambarella, Inc.",,54.78 +2.58 (+4.94%),2.58,+4.94%,839088,838628,2.284B,-,6.21%,
182,URI,"United Rentals, Inc.",,623.21 +29.04 (+4.89%),29.04,+4.89%,730857,687813,40.7B,16.11,-12.05%,
183,PSTG,"Pure Storage, Inc.",,50.90 +2.36 (+4.86%),2.36,+4.86%,3.158M,2.818M,16.605B,164.19,-2.84%,
184,NRG,"NRG Energy, Inc.",,95.33 +4.41 (+4.85%),4.41,+4.85%,2.548M,3.251M,18.882B,19.10,42.22%,
185,HWKN,"Hawkins, Inc.",,108.00 +4.92 (+4.77%),4.92,+4.77%,115342,140750,2.26B,27.62,35.40%,
186,BROS,Dutch Bros Inc.,,62.42 +2.81 (+4.71%),2.81,+4.71%,1.606M,2.978M,9.625B,183.57,75.63%,
187,UPST,"Upstart Holdings, Inc.",,48.54 +2.23 (+4.82%),2.23,+4.82%,4.355M,5.871M,4.549B,-,95.98%,
188,BZ,Kanzhun Limited,,19.75 +0.89 (+4.72%),0.89,+4.72%,9.749M,3.998M,8.413B,41.15,-1.82%,
189,WNS,WNS (Holdings) Limited,,62.12 +2.86 (+4.82%),2.86,+4.82%,1.06M,495054,2.698B,22.67,13.09%,
190,LSCC,Lattice Semiconductor Corporation,,60.79 +2.81 (+4.85%),2.81,+4.85%,1.539M,2.37M,8.379B,138.16,-23.36%,
191,APPF,"AppFolio, Inc.",,216.74 +10.08 (+4.88%),10.08,+4.88%,302725,282227,7.89B,38.98,-6.68%,
192,PEN,"Penumbra, Inc.",,273.06 +12.43 (+4.77%),12.43,+4.77%,270969,470466,10.517B,758.50,17.32%,
193,CXT,"Crane NXT, Co.",,54.57 +2.46 (+4.72%),2.46,+4.72%,412003,456889,3.123B,17.11,-14.22%,
194,SHOP,Shopify Inc.,,94.89 +4.30 (+4.75%),4.3,+4.75%,6.653M,8.033M,123.435B,61.22,17.42%,
195,IPGP,IPG Photonics Corporation,,62.25 +2.74 (+4.60%),2.74,+4.60%,282439,332605,2.649B,-,-31.79%,
196,STEP,StepStone Group Inc.,,53.67 +2.46 (+4.80%),2.46,+4.80%,520684,551947,6.401B,-,53.46%,
197,MTSI,"MACOM Technology Solutions Holdings, Inc.",,109.07 +4.86 (+4.66%),4.86,+4.66%,792565,742316,8.108B,-,16.45%,
