,Unnamed: 0,Volume,Last,Chg,% Chg
54,3 E Network Technology Group Ltd. Cl A (MASK),55.6K,3.92,0.3,8.29
55,Creative Global Technology Holdings Ltd. (CGTL),414.2K,4.1,0.31,8.18
56,Winnebago Industries Inc. (WGO),2.1M,37.58,2.82,8.11
57,Vasta Platform Ltd. Cl A (VSTA),56.1K,4.35,0.33,8.07
58,Tat Technologies Ltd. (TATT),230.6K,27.97,2.07,7.99
59,Lanvin Group Holdings Ltd. (LANV),139.2K,2.32,0.17,7.91
60,Outset Medical Inc. (OM),54.6K,12.11,0.86,7.64
61,Instil Bio Inc. (TIL),54.5K,19.36,1.37,7.62
62,Rivian Automotive Inc. Cl A (RIVN),62.3M,13.02,0.92,7.6
63,Oric Pharmaceuticals Inc. (ORIC),1.4M,6.29,0.44,7.52
64,Citi Trends Inc. (CTRN),55.0K,22.77,1.59,7.51
65,Aterian Inc. (ATER),85.7K,2.44,0.17,7.49
66,HUTCHMED (China) Ltd. ADR (HCM),141.4K,15.26,1.04,7.31
67,SK Growth Opportunities Corp. Cl A (SKGR),64.5K,12.68,0.83,7.0
68,trivago N.V. ADR (TRVG),88.8K,5.05,0.33,6.99
69,Rezolute Inc. (RZLT),1.3M,2.92,0.19,6.96
70,Xponential Fitness Inc. (XPOF),1.2M,8.48,0.55,6.94
71,Wabash National Corp. (WNC),1.4M,11.93,0.77,6.9
72,Nukkleus Inc. (NUKK),89.8K,15.5,1.0,6.9
73,Desktop Metal Inc. (DM),3.4M,4.84,0.31,6.84
74,Cimpress PLC (CMPR),182.5K,45.3,2.89,6.81
75,Metsera Inc. (MTSR),317.2K,30.01,1.9,6.76
76,Hycroft Mining Holding Corp. (HYMC),249.7K,3.48,0.22,6.75
77,Advance Auto Parts Inc. (AAP),4.8M,40.37,2.55,6.74
78,Aeluma Inc. (ALMU),177.4K,6.51,0.41,6.72
79,Zai Lab Ltd. ADR (ZLAB),841.9K,36.18,2.27,6.69
80,Vera Bradley Inc. (VRA),186.8K,2.4,0.15,6.67
81,Larimar Therapeutics Inc. (LRMR),2.2M,2.4,0.15,6.67
82,FinVolution Group ADR (FINV),1.6M,10.46,0.65,6.63
83,Steelcase Inc. (SCS),1.9M,11.3,0.7,6.6
84,VTEX (VTEX),913.7K,5.18,0.32,6.58
85,Coastal Financial Corp. (CCB),196.3K,92.03,5.62,6.5
86,Hain Celestial Group Inc. (HAIN),2.4M,4.16,0.25,6.39
87,Hudson Pacific Properties Inc. (HPP),3.7M,3.01,0.18,6.36
88,Prairie Operating Co. (PROP),2.0M,5.7,0.34,6.34
89,Neogen Corp. (NEOG),3.6M,8.96,0.53,6.29
90,Tetra Technologies Inc. (TTI),1.7M,3.75,0.22,6.23
91,Datasea Inc. (DTSS),80.8K,2.39,0.14,6.22
92,Green Plains Inc. (GPRE),1.6M,5.4,0.31,6.09
93,Laird Superfood Inc. (LSF),212.4K,7.0,0.4,6.06
94,H.B. Fuller Co. (FUL),1.8M,57.61,3.29,6.06
95,Gaotu Techedu Inc. ADR (GOTU),1.7M,3.35,0.19,6.01
96,Alcon Inc. (ALC),3.6M,96.8,5.48,6.0
97,Perimeter Solutions Inc. (PRM),2.0M,10.62,0.6,5.99
98,Oportun Financial Corp. (OPRT),421.6K,6.04,0.34,5.96
99,BioXcel Therapeutics Inc. (BTAI),218.1K,2.31,0.13,5.96
