,Unnamed: 0,Volume,Last,Chg,% Chg
82,Cemex S.A.B. de C.V. ADR (CX),59.0K,5.99,-0.05,-0.82
83,AbCellera Biologics Inc. (ABCL),137.5K,2.31,-0.02,-0.86
84,Ares Capital Corp. (ARCC),125.4K,22.81,-0.2,-0.87
85,ZoomInfo Technologies Inc. (ZI),71.5K,11.4,-0.11,-0.96
86,Goodyear Tire & Rubber Co. (GT),81.2K,9.69,-0.1,-1.02
87,Cisco Systems Inc. (CSCO),400.7K,63.26,-0.68,-1.06
88,Rivian Automotive Inc. Cl A (RIVN),348.2K,11.05,-0.12,-1.07
89,Real Brokerage Inc. (REAX),70.5K,4.47,-0.05,-1.11
90,CCC Intelligent Solutions Holdings Inc. (CCCS),57.6K,9.18,-0.1,-1.13
91,Freshpet Inc. (FRPT),54.9K,95.76,-1.09,-1.13
92,Trade Desk Inc. Cl A (TTD),147.7K,64.15,-0.76,-1.17
93,Intel Corp. (INTC),681.1K,20.38,-0.26,-1.26
94,Patterson-UTI Energy Inc. (PTEN),79.2K,7.41,-0.1,-1.33
95,Newell Brands Inc. (NWL),63.7K,6.66,-0.09,-1.33
96,Apple Inc. (AAPL),901.3K,235.3,-3.77,-1.58
97,Adobe Inc. (ADBE),68.8K,442.14,-7.26,-1.62
98,AstraZeneca PLC ADR (AZN),68.9K,76.24,-1.26,-1.63
99,Valley National Bancorp (VLY),58.0K,8.83,-0.15,-1.67
