,Unnamed: 0,Volume,Last,Chg,% Chg
53,Vasta Platform Ltd. Cl A (VSTA),56.0K,4.35,0.33,8.07
54,Tat Technologies Ltd. (TATT),228.6K,27.97,2.07,7.99
55,Lanvin Group Holdings Ltd. (LANV),138.3K,2.32,0.17,7.91
56,Instil Bio Inc. (TIL),51.8K,19.36,1.37,7.62
57,Rivian Automotive Inc. Cl A (RIVN),61.6M,13.02,0.92,7.6
58,Oric Pharmaceuticals Inc. (ORIC),1.5M,6.29,0.44,7.52
59,Citi Trends Inc. (CTRN),56.6K,22.77,1.59,7.51
60,Aterian Inc. (ATER),84.0K,2.44,0.17,7.49
61,HUTCHMED (China) Ltd. ADR (HCM),139.2K,15.26,1.04,7.31
62,Impact BioMedical Inc. (IBO),2.4M,2.36,0.16,7.27
63,Yoshiharu Global Co. (YOSH),98.2K,15.92,1.07,7.21
64,trivago N.V. ADR (TRVG),82.7K,5.05,0.33,6.99
65,Rezolute Inc. (RZLT),1.2M,2.92,0.19,6.96
66,Mingteng International Corp. Inc. (MTEN),115.5K,5.87,0.38,6.92
67,Wabash National Corp. (WNC),1.1M,11.93,0.77,6.9
68,Nukkleus Inc. (NUKK),92.8K,15.5,1.0,6.9
69,Xponential Fitness Inc. (XPOF),961.1K,8.48,0.55,6.87
70,Desktop Metal Inc. (DM),3.1M,4.84,0.31,6.84
71,Cimpress PLC (CMPR),196.4K,45.3,2.89,6.81
72,Metsera Inc. (MTSR),334.1K,30.01,1.9,6.76
73,Hycroft Mining Holding Corp. (HYMC),244.8K,3.48,0.22,6.75
74,Zai Lab Ltd. ADR (ZLAB),771.8K,36.18,2.27,6.69
75,FinVolution Group ADR (FINV),1.3M,10.46,0.66,6.68
76,Vera Bradley Inc. (VRA),195.9K,2.4,0.15,6.67
77,Steelcase Inc. (SCS),1.5M,11.3,0.7,6.65
78,Advance Auto Parts Inc. (AAP),4.1M,40.33,2.51,6.64
79,Torrid Holdings Inc. (CURV),328.0K,5.8,0.36,6.62
80,Aeluma Inc. (ALMU),170.3K,6.5,0.4,6.56
81,Coastal Financial Corp. (CCB),201.6K,92.03,5.62,6.5
82,Hain Celestial Group Inc. (HAIN),2.4M,4.16,0.25,6.39
83,VTEX (VTEX),761.7K,5.17,0.31,6.38
84,Hudson Pacific Properties Inc. (HPP),3.2M,3.01,0.18,6.36
85,Prairie Operating Co. (PROP),1.9M,5.7,0.34,6.34
86,Neogen Corp. (NEOG),3.6M,8.96,0.53,6.29
87,Tetra Technologies Inc. (TTI),1.5M,3.74,0.21,6.09
88,Green Plains Inc. (GPRE),1.6M,5.4,0.31,6.09
89,Alcon Inc. (ALC),3.2M,96.86,5.54,6.07
90,Laird Superfood Inc. (LSF),164.4K,7.0,0.4,6.06
91,Gaotu Techedu Inc. ADR (GOTU),1.6M,3.35,0.19,6.01
92,Oportun Financial Corp. (OPRT),421.7K,6.04,0.34,5.96
93,BioXcel Therapeutics Inc. (BTAI),221.6K,2.31,0.13,5.96
94,H.B. Fuller Co. (FUL),1.2M,57.54,3.22,5.93
95,Perimeter Solutions Inc. (PRM),1.5M,10.61,0.59,5.89
96,Coya Therapeutics Inc. (COYA),56.0K,6.89,0.38,5.84
97,iQIYI Inc. ADR (IQ),63.5M,2.37,0.13,5.8
98,Larimar Therapeutics Inc. (LRMR),2.2M,2.38,0.13,5.78
99,Lands' End Inc. (LE),123.3K,10.86,0.59,5.74
