,Unnamed: 0,Volume,Last,Chg,% Chg
51,2seventy bio Inc. (TSVT),568.5K,2.8,0.14,5.26
52,Aris Water Solutions Inc. (ARIS),905.6K,28.08,1.34,5.03
53,Stevanato Group S.p.A. (STVN),495.7K,22.62,1.06,4.92
54,AES Corp. (AES),16.5M,11.79,0.54,4.8
55,ProFrac Holding Corp. (ACDC),626.8K,7.38,0.33,4.68
56,e.l.f. Beauty Inc. (ELF),4.2M,73.98,3.3,4.67
57,Amplify Energy Corp. (AMPY),959.6K,3.96,0.17,4.62
58,NextEra Energy Inc. (NEE),17.8M,76.18,3.35,4.6
59,Oruka Therapeutics Inc. (ORKA),219.4K,10.94,0.48,4.59
60,Medifast Inc. (MED),213.3K,15.07,0.63,4.36
61,Equinor ASA ADR (EQNR),4.8M,24.16,0.99,4.27
62,Aldeyra Therapeutics Inc. (ALDX),736.2K,6.62,0.27,4.25
63,Claros Mortgage Trust Inc. (CMTG),1.7M,3.2,0.13,4.23
64,Insperity Inc. (NSP),645.9K,94.17,3.81,4.22
65,EUDA Health Holdings Ltd. (EUDA),100.4K,3.76,0.15,4.16
66,National Beverage Corp. (FIZZ),350.7K,42.56,1.69,4.14
67,Western Midstream Partners L.P. (WES),1.7M,40.52,1.6,4.11
68,Clearway Energy Inc. Cl A (CWEN.A),386.9K,26.98,1.06,4.09
69,Service Corp. International (SCI),2.1M,84.14,3.28,4.06
70,Harley-Davidson Inc. (HOG),4.1M,27.14,1.05,4.02
71,Mayville Engineering Co. Inc. (MEC),122.6K,14.94,0.57,4.0
72,ICF International Inc. (ICFI),441.7K,88.0,3.35,3.96
73,Etsy Inc. (ETSY),7.0M,48.65,1.85,3.95
74,Sandisk Corp. (SNDK),5.3M,53.0,2.0,3.92
75,Apogee Therapeutics Inc. (APGE),941.6K,37.54,1.4,3.87
76,Hooker Furnishings Corp. (HOFT),131.9K,12.88,0.48,3.87
77,Sight Sciences Inc. (SGHT),678.1K,2.45,0.09,3.81
78,Array Technologies Inc. (ARRY),6.1M,6.38,0.23,3.74
79,Clearway Energy Inc. Cl C (CWEN),1.2M,28.65,1.03,3.73
80,Anavex Life Sciences Corp. (AVXL),929.0K,8.99,0.32,3.69
81,Range Resources Corp. (RRC),2.3M,36.49,1.27,3.61
82,Infinity Natural Resources Inc. (INR),318.7K,16.21,0.56,3.58
83,Cracker Barrel Old Country Store Inc. (CBRL),1.7M,44.34,1.52,3.55
84,American Vanguard Corp. (AVD),160.1K,4.84,0.17,3.53
85,Revolve Group Inc. (RVLV),1.3M,24.88,0.84,3.49
86,Brookfield Renewable Corp. (BEPC),1.1M,28.64,0.96,3.49
87,Tonix Pharmaceuticals Holding Corp. (TNXP),2.3M,13.47,0.45,3.46
88,Lantheus Holdings Inc. (LNTH),1.6M,110.01,3.67,3.45
89,Peabody Energy Corp. (BTU),4.0M,12.9,0.42,3.41
90,Advance Auto Parts Inc. (AAP),3.5M,36.57,1.2,3.39
91,EPWK Holdings Ltd. Cl A (EPWK),266.9K,4.89,0.16,3.38
92,Bristol Myers Squibb Co. (BMY),15.4M,63.15,2.06,3.37
93,Acushnet Holdings Corp. (GOLF),555.4K,70.78,2.27,3.31
94,Ormat Technologies Inc. (ORA),971.0K,72.98,2.34,3.31
95,DaVita Inc. (DVA),1.1M,151.88,4.86,3.31
96,South Bow Corp. (SOBO),737.2K,24.84,0.79,3.28
97,Cable One Inc. (CABO),171.4K,286.52,8.87,3.19
98,Expand Energy Corp. (EXE),5.2M,99.09,3.06,3.19
99,Antero Resources Corp. (AR),6.0M,34.71,1.07,3.18
