,Unnamed: 0,Volume,Last,Chg,% Chg
78,Oncocyte Corp. (OCX),52.4K,4.06,0.16,4.1
79,Columbia Sportswear Co. (COLM),382.7K,87.4,3.44,4.09
80,Claros Mortgage Trust Inc. (CMTG),590.9K,3.2,0.13,4.07
81,Cognizant Technology Solutions Corp. (CTSH),4.1M,86.6,3.37,4.05
82,Tractor Supply Co. (TSCO),2.6M,59.18,2.29,4.02
83,Permian Basin Royalty Trust (PBT),91.8K,10.48,0.4,3.97
84,Western Midstream Partners L.P. (WES),770.8K,40.44,1.52,3.91
85,Sandisk Corp. (SNDK),1.9M,52.99,1.99,3.9
86,ICF International Inc. (ICFI),148.6K,87.92,3.27,3.86
87,Quanex Building Products Corp. (NX),325.7K,21.0,0.78,3.86
88,Moderna Inc. (MRNA),6.1M,36.98,1.37,3.85
89,Archer Daniels Midland Co. (ADM),2.9M,51.32,1.88,3.8
90,Brown-Forman Corp. Cl B (BF.B),2.0M,38.32,1.39,3.76
91,agilon health inc. (AGL),2.3M,3.64,0.13,3.7
92,Shoe Carnival Inc. (SCVL),243.1K,23.86,0.85,3.69
93,Northrop Grumman Corp. (NOC),632.5K,504.45,17.93,3.69
94,Northern Oil & Gas Inc. (NOG),1.0M,28.5,1.01,3.67
95,Campbell's Co. (CPB),1.6M,43.34,1.53,3.67
96,Lantheus Holdings Inc. (LNTH),588.3K,110.24,3.9,3.67
97,trivago N.V. ADR (TRVG),142.3K,4.11,0.14,3.66
98,SolarEdge Technologies Inc. (SEDG),1.8M,17.45,0.6,3.59
99,Range Resources Corp. (RRC),1.2M,36.48,1.25,3.56
