,Unnamed: 0,Volume,Last,Chg,% Chg
73,Civeo Corp. (CVEO),80.2K,21.72,0.98,4.75
74,Coeur Mining Inc. (CDE),11.6M,6.74,0.3,4.74
75,Solaris Energy Infrastructure Inc. (SEI),1.3M,21.41,0.95,4.64
76,Infinity Natural Resources Inc. (INR),160.1K,18.02,0.79,4.59
77,NIO Inc. ADR (NIO),57.0M,5.26,0.23,4.57
78,Valens Semiconductor Ltd. (VLN),53.5K,2.21,0.09,4.43
79,Deutsche Bank AG (DB),2.9M,24.98,1.03,4.3
80,Grab Holdings Ltd. (GRAB),18.7M,4.64,0.19,4.27
81,Peabody Energy Corp. (BTU),3.2M,13.92,0.57,4.27
82,Yalla Group Ltd. ADR (YALA),891.4K,5.16,0.21,4.24
83,Micropolis Holding Co. (MCRP),357.0K,4.2,0.17,4.17
84,Cassava Sciences Inc. (SAVA),1.5M,2.9,0.12,4.14
85,V2X Inc. (VVX),181.3K,51.18,2.03,4.13
86,IPG Photonics Corp. (IPGP),117.5K,65.93,2.61,4.12
87,MasterBrand Inc. (MBC),263.7K,13.94,0.55,4.07
88,Hallador Energy Co. (HNRG),489.1K,11.94,0.46,4.04
89,AngloGold Ashanti PLC (AU),1.5M,34.32,1.33,4.03
90,Redwire Corp. (RDW),596.9K,11.42,0.44,4.01
91,Ameresco Inc. Cl A (AMRC),235.8K,12.02,0.46,3.98
92,First Majestic Silver Corp. (AG),13.2M,7.36,0.28,3.88
93,MoonLake Immunotherapeutics (MLTX),190.9K,40.18,1.51,3.9
94,Skeena Resources Ltd. (SKE),189.1K,11.23,0.42,3.89
95,Abivax S.A. ADR (ABVX),157.7K,6.23,0.23,3.83
96,Vizsla Silver Corp. (VZLA),1.5M,2.45,0.09,3.81
97,Banco Santander S.A. ADR (SAN),4.1M,7.14,0.26,3.71
98,Fennec Pharmaceuticals Inc. (FENC),79.5K,6.55,0.23,3.64
99,SiTime Corp. (SITM),151.1K,176.62,6.17,3.62
