symbol,price,price_change,price_percent_change
DB,,-0.29,-1.20
CYBR,,17.33,5.38
FLR,,1.87,5.35
MGM,,0.25,0.79
SYM,,-0.03,-0.14
ARM,,0.96,0.81
VICR,,2.66,5.22
ANF,,-1.07,-1.34
HIMS,,-0.3,-0.91
SOC,,0.24,0.97
HSAI,,1.05,5.30
GME,,0.25,1.09
ZK,,-0.63,-2.03
AMBA,,-0.3,-0.55
SCHW,,-0.23,-0.30
AAON,,-0.66,-0.80
LSCC,,-0.4,-0.66
STEP,,2.46,4.80
RMBS,,0.05,0.09
HWKN,,4.92,4.77
SCGLY,,0.41,4.75
CXT,,2.47,4.74
DLO,,0.07,0.81
NMRK,,-0.09,-0.73
LW,,2.3,4.73
WSC,,1.35,4.72
ITUB,,0.06,1.00
BZ,,-0.21,-1.06
RNMBY,,13.4,4.70
MTSI,,4.86,4.66
MUR,,0.14,0.54
JD,,0.32,0.74
CIVI,,0.28,0.83
CHKP,,-0.81,-0.36
CAVA,,-0.1,-0.13
PEN,,11.99,4.60
BCS,,-0.2,-1.30
PAC,,8.4,4.58
MT,,-0.19,-0.59
AEIS,,-0.68,-0.64
KD,,-0.1,-0.30
YUMC,,0.75,1.46
ALB,,1.12,1.49
BKU,,-0.22,-0.64
ADBE,,-0.88,-0.22
VIRT,,-0.2,-0.57
VNOM,,0.09,0.22
TXNM,,2.26,4.42
AVAV,,5.46,4.40
OUT,,0.69,4.40
ZIM,,0.91,4.99
LRLCY,,3.37,4.38
UNCRY,,1.21,4.38
CSGP,,0.25,0.32
DBX,,-0.1,-0.39
BBAR,,0.01,0.03
ZS,,-0.25,-0.13
NWG,,-0.01,-0.13
KAI,,14.65,4.34
ELP,,-0.03,-0.34
BHF,,2.3,4.32
NCLH,,0.73,3.78
GTLS,,6.13,4.30
ACAD,,0.02,0.14
CACC,,19.62,4.28
PAGS,,0.06,0.77
DKS,,-0.82,-0.42
LPLA,,-0.31,-0.10
DOCS,,1.18,1.86
CVE,,0.11,0.82
PWR,,-1.43,-0.55
GTLB,,-0.31,-0.59
JLL,,-1.1,-0.44
GEO,,-0.15,-0.54
ENTG,,-0.44,-0.45
TSEM,,1.56,4.17
HP,,0.1,0.41
CGNX,,-0.18,-0.56
SNPS,,-0.81,-0.18
TS,,0.13,0.34
MOD,,-1.41,-1.65
ARGX,,12.54,2.07
ATGE,,-0.53,-0.55
TRGP,,-0.72,-0.38
AZEK,,1.61,4.06
DUOL,,4.9,1.73
KVYO,,0.06,0.17
VNO,,0.23,0.62
CRGY,,0.08,0.78
GGAL,,-0.08,-0.14
APG,,-0.45,-1.21
QLYS,,4.82,3.96
APPN,,1.15,3.96
BKNG,,-3.12,-0.07
FCNCA,,-15.7,-0.87
PTEN,,0.05,0.57
FHN,,-0.09,-0.45
STM,,-0.07,-0.28
CNXC,,0.18,0.40
BBVA,,0.12,0.84
TAL,,0.14,1.09
IMVT,,0.73,3.89
FRHC,,0.57,0.45
BIO,,9.44,3.85
ITT,,-0.07,-0.05
JEF,,-0.09,-0.15
HAYW,,0.52,3.81
BN,,0.09,0.18
AMAT,,-2.43,-1.56
EQT,,0.05,0.10
FHI,,0.06,0.14
FMS,,-0.62,-2.58
ERIC,,0.0,0.00
WBS,,1.84,3.79
EAT,,0.74,0.53
